都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,住所,方書,緯度,経度,設置者,電話番号,内線番号,SSID,提供エリア,URL,備考
472018,,沖縄県,那覇市,ENEOS 崇元寺店,,,那覇市 泊1-3-5,,26.2214921,127.6881027,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,オーケイ泊SS,,,那覇市 泊2-2-11,,26.2238653,127.6860995,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,wine&grillパラダイスノワール,,,那覇市 泊2-15-4,,26.226024,127.6857339,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,レストラン Hi-To,,,那覇市 泊2-12-4,,26.225164,127.686814,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,ピッツバーグフォーラム,,,那覇市 泊3-7-14,,26.2279,127.685941,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,うちなあ家,,,那覇市 泊3-12-14,,26.226747,127.684533,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,味な海なぁーた,,,那覇市 泊1-19-15,,26.223697,127.688619,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,海邦銀行 泊支店,,,那覇市 泊1-5-8,,26.2227881,127.6874632,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,ビザップ,,,那覇市 泊2-1-18,T&C泊ビル,26.2231029,127.6865677,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,琉球銀行 泊支店,,,那覇市 泊1-6-6,,26.2220184,127.6881684,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,ヘアースタジオ ヤマーロ,,,那覇市 泊1-26-12,1F,26.2220066,127.6903857,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,カフェ グリューネ,,,那覇市 牧志1-20-16,,26.2188257,127.6840893,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,GARAGE SAKURAZAKA,,,那覇市 牧志3-13-59,102号,26.215981,127.691008,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,HUB 牧志店,,,那覇市 牧志2-3-20,,26.2170369,127.6894103,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,DARTSBAR Nan-Crew,,,那覇市 牧志2-18-7,共伸産業ビル,26.2193446,127.6852844,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,Banquet Kitchen,,,那覇市 牧志1-4-47,1F,26.2175927,127.6868585,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,Bar ReMIX(バー リミックス),,,那覇市 牧志1-1-9,おきしょビル,26.2157919,127.6843363,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,bo nhe ur,,,那覇市 牧志2-15-12,比嘉ビル,26.2176117,127.6889777,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,くしのみや ゆうむちゃ,,,那覇市 牧志3-6-2,,26.2142644,127.6895178,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,旅館 新恵荘,,,那覇市 牧志2-17-45,,26.2183742,127.687178,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,シェーホァ 雪花の郷那覇店,,,那覇市 牧志2-12-24,たけみつビル,26.2180419,127.6896923,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,三代目 そば次郎,,,那覇市 牧志2-5-2,,26.2171893,127.6900684,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,CLARET,,,那覇市 牧志1-4-33,嘉数ビル,26.2183091,127.6864003,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,Peace Rock Cafe,,,那覇市 牧志2-3-20,アーバンコア牧志,26.2170509,127.6893303,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,ITALIAN TOMATO カフェJr沖縄ダイナハ店,,,那覇市 牧志1-19-29,マルイビル,26.218578,127.685784,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,季節の洋風アレンジ COCOROMANCE,,,那覇市 牧志2-18-14,,26.2192595,127.6858219,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,ブルーシールトレビアン 国際通り店,,,那覇市 牧志2-7-28,嘉数ビル,26.2173565,127.691077,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
472018,,沖縄県,那覇市,BLUE cafe,,,那覇市 牧志2-13-13,ニューシティーマキシ,26.218573,127.688892,沖縄県,,,Be.Okinawa_Free_Wi-Fi,,,
