WT,600 nM,300 nM,150 nM,75 nM
99.2,0.12046301,0.09771334,0.06959771,0.04787294
99.4,0.12083641,0.09709189,0.07022753,0.04829197
99.6,0.12131332,0.09650119,0.07079917,0.04864577
99.8,0.12183458,0.09614615,0.07129617,0.04898008
100.0,0.12232385,0.09610936,0.07171109,0.04933262
100.2,0.12278315,0.09625093,0.07196908,0.04975812
100.4,0.1232007,0.09655213,0.0721546,0.05014062
100.6,0.12362856,0.09694856,0.07227165,0.05039855
100.8,0.12407307,0.09742734,0.07239043,0.0504331
101.0,0.12449086,0.09791738,0.07245882,0.05016708
101.2,0.12472661,0.09847751,0.0725227,0.04968933
101.4,0.1247082,0.09904835,0.072613,0.04904943
101.6,0.12454866,0.09959747,0.07271672,0.0482888
101.8,0.12435687,0.10007294,0.07281064,0.04750679
102.0,0.12408672,0.10052833,0.07290872,0.04688194
102.2,0.1239318,0.10100243,0.07296952,0.04650117
102.4,0.12392858,0.1015612,0.07291296,0.04639193
102.6,0.12403701,0.10219707,0.0727734,0.04657389
102.8,0.12419321,0.10283562,0.07264436,0.0469118
103.0,0.1244066,0.10335408,0.07256316,0.04741277
103.2,0.1245307,0.10385629,0.07267074,0.04793827
103.4,0.12472079,0.10413403,0.0729761,0.04853971
103.6,0.1249291,0.10410031,0.07338833,0.04913136
103.8,0.12515035,0.10366001,0.07374855,0.04971946
104.0,0.12528211,0.10308795,0.07408378,0.05011061
104.2,0.12540329,0.1023106,0.07429179,0.05019446
104.4,0.12547112,0.10149567,0.0744482,0.04985581
104.6,0.1254876,0.10069584,0.07464025,0.04924182
104.8,0.12540366,0.1000035,0.07486068,0.04847399
105.0,0.12531631,0.09926617,0.07507259,0.04768994
105.2,0.12526934,0.09863852,0.07524806,0.04708456
105.4,0.12523213,0.09830046,0.07526763,0.04685639
105.6,0.12514078,0.09836507,0.07507004,0.04694482
105.8,0.12503259,0.09881041,0.0746757,0.0472852
106.0,0.12476816,0.09962394,0.0741192,0.0478469
106.2,0.12447435,0.10061117,0.07354213,0.04860128
106.4,0.12421978,0.10155209,0.07309808,0.04940634
106.6,0.12405975,0.10229422,0.07280821,0.05018545
106.8,0.12389694,0.10283852,0.07275721,0.05085348
107.0,0.12391044,0.10306795,0.07279816,0.05136092
107.2,0.12392834,0.10312188,0.07287794,0.05161294
107.4,0.12391573,0.10306492,0.07297122,0.05170595
107.6,0.12388289,0.10296821,0.07322898,0.05166825
107.8,0.12395008,0.10285885,0.07348532,0.05162118
108.0,0.12417959,0.10283995,0.07388989,0.05167261
108.2,0.12450529,0.1027933,0.07435644,0.0518128
108.4,0.12482338,0.10271649,0.07485889,0.05191866
108.6,0.1251028,0.10266299,0.07531319,0.05201872
108.8,0.12536687,0.10270589,0.07578324,0.05211224
109.0,0.12550716,0.10284232,0.07611531,0.0521617
109.2,0.12562217,0.1030842,0.07639809,0.05217039
109.4,0.12578855,0.10344632,0.07661702,0.05220924
109.6,0.12606946,0.10382847,0.07665373,0.05223774
109.8,0.12657841,0.10410874,0.07642537,0.05230218
110.0,0.12732627,0.10427551,0.07603462,0.05226978
110.2,0.12812855,0.10436579,0.07554512,0.05215681
110.4,0.12892069,0.10437955,0.07497945,0.05195799
110.6,0.12968371,0.10437544,0.07438265,0.0517231
110.8,0.13028788,0.10444502,0.07393158,0.05148439
111.0,0.1306675,0.10454245,0.07367332,0.05136412
111.2,0.13091782,0.10463446,0.07359274,0.05144259
111.4,0.13102998,0.10471374,0.07356582,0.05170434
111.6,0.13095733,0.10473089,0.0736187,0.0521218
111.8,0.13070672,0.10461818,0.07374695,0.05243105
112.0,0.13039277,0.10452106,0.07399937,0.05263139
112.2,0.13016215,0.10447708,0.07440861,0.05276498
112.4,0.13002348,0.10440837,0.07503256,0.0528777
112.6,0.12996821,0.10438234,0.07583178,0.05293905
112.8,0.1300386,0.10445453,0.07663424,0.05297561
113.0,0.13023452,0.10454293,0.07725289,0.05307458
113.2,0.13045814,0.10453779,0.07748534,0.05312836
113.4,0.13065234,0.10454758,0.07737986,0.0531584
113.6,0.13079096,0.10452648,0.07708053,0.05320629
113.8,0.13086664,0.10445734,0.07677671,0.05346594
114.0,0.13090637,0.10432139,0.07648405,0.05372721
114.2,0.13086162,0.10425995,0.07628379,0.05395263
114.4,0.13081922,0.10427376,0.0761372,0.05407052
114.6,0.13088811,0.10447625,0.07600903,0.05406841
114.8,0.13107316,0.10483039,0.07587794,0.05405161
115.0,0.13128754,0.10529643,0.07578376,0.05409185
115.2,0.13162861,0.10582657,0.07573529,0.05416251
115.4,0.13212947,0.1064099,0.07581539,0.05418216
115.6,0.13266249,0.10698457,0.07597045,0.05418177
115.8,0.1331001,0.10758444,0.0761484,0.0540544
116.0,0.133487,0.10822607,0.07637513,0.05385629
116.2,0.13382775,0.10895266,0.07665648,0.05364531
116.4,0.13413069,0.10959676,0.07695164,0.053459
116.6,0.13441821,0.11009712,0.07725737,0.05336974
116.8,0.13471113,0.11034153,0.07759459,0.05335947
117.0,0.13492302,0.11040624,0.07797045,0.05349487
117.2,0.13493499,0.11025091,0.07839593,0.05387389
117.4,0.13477827,0.11002943,0.07876524,0.05441716
117.6,0.13440639,0.10983895,0.07905176,0.05488956
117.8,0.13391469,0.10983035,0.07920929,0.05526475
118.0,0.13347773,0.10983716,0.07927299,0.05546016
118.2,0.13325521,0.10985463,0.07930496,0.05544214
118.4,0.13308871,0.10978134,0.07948127,0.05534755
118.6,0.13308747,0.10955242,0.07975579,0.05520382
118.8,0.13321015,0.10927052,0.08013111,0.05492899
119.0,0.13327205,0.10914206,0.08052994,0.05457589
119.2,0.13312946,0.10920639,0.08089864,0.05412829
119.4,0.13294851,0.10948758,0.08107531,0.05358962
119.6,0.13284107,0.10989591,0.0812315,0.0531273
119.8,0.13281375,0.11026245,0.08133632,0.05277838
120.0,0.13296817,0.11043161,0.08138032,0.05250096
120.2,0.13337083,0.1104116,0.08127016,0.05234119
120.4,0.13400537,0.11041837,0.08110594,0.05236193
120.6,0.13464111,0.11059936,0.08074815,0.05258353
120.8,0.13512591,0.11102845,0.08024266,0.05297679
121.0,0.13542761,0.1116289,0.07963461,0.05339505
121.2,0.13554595,0.11236114,0.07910533,0.05382388
121.4,0.1354026,0.11290481,0.07867276,0.0542033
121.6,0.13512718,0.11312346,0.07842133,0.05442533
121.8,0.13479008,0.11298562,0.07842273,0.05450552
122.0,0.13435288,0.11266467,0.07869062,0.05455352
122.2,0.13377923,0.11219139,0.07908356,0.05452705
122.4,0.13315873,0.11172244,0.0796304,0.05449398
122.6,0.13249926,0.11125452,0.0802293,0.05445858
122.8,0.13195231,0.11079973,0.08080739,0.05440553
123.0,0.13173214,0.11031958,0.08123609,0.05433539
123.2,0.13186827,0.10980852,0.08159079,0.05427813
123.4,0.13232177,0.10932778,0.08171662,0.05416837
123.6,0.13309831,0.10901916,0.08166977,0.05414535
123.8,0.13416398,0.10896833,0.08145498,0.05421686
124.0,0.1353658,0.10926046,0.08120323,0.05440592
124.2,0.13659922,0.10979878,0.08090488,0.05465353
124.4,0.13772263,0.11055087,0.08071558,0.05491239
124.6,0.13863469,0.11135058,0.08072329,0.05508487
124.8,0.13923103,0.11209,0.08088742,0.05525467
125.0,0.13941755,0.11263961,0.08110695,0.05537494
125.2,0.13932355,0.1130936,0.08133067,0.05548154
125.4,0.13896959,0.11332298,0.08157436,0.05565501
125.6,0.13839005,0.11340705,0.08175423,0.05585107
125.8,0.13766888,0.1133077,0.08192555,0.05607192
126.0,0.1370164,0.11301743,0.08215246,0.05634209
126.2,0.13646592,0.11254891,0.08237693,0.05657397
126.4,0.13622313,0.11208641,0.08247902,0.0566874
126.6,0.13641788,0.11167284,0.08238731,0.05668696
126.8,0.1369217,0.11141586,0.08212928,0.05656866
127.0,0.13757952,0.11141437,0.08178943,0.05630621
127.2,0.13828371,0.11167361,0.08145964,0.05600372
127.4,0.13885676,0.11212002,0.08114281,0.05559485
127.6,0.13920515,0.11259919,0.08085686,0.05527656
127.8,0.13946955,0.11304916,0.08065643,0.05501908
128.0,0.13961927,0.11345681,0.08057994,0.05497816
128.2,0.13967863,0.11374935,0.08059473,0.05515724
128.4,0.13966836,0.11386663,0.08061709,0.05558819
128.6,0.139658,0.11398038,0.08069429,0.05605927
128.8,0.13959184,0.11415715,0.0808807,0.05657807
129.0,0.13950693,0.11423451,0.0811549,0.05713767
129.2,0.13940336,0.1141902,0.08153968,0.05775393
129.4,0.13939138,0.11402314,0.08211824,0.05852501
129.6,0.13948353,0.11372508,0.08287443,0.05937747
129.8,0.13971711,0.113355,0.08366761,0.06017548
130.0,0.14015689,0.11307854,0.08441293,0.06074487
130.2,0.14079241,0.11298631,0.08500481,0.06102887
130.4,0.14145201,0.11322856,0.08548889,0.06102733
130.6,0.141909,0.11376961,0.08580488,0.06081617
130.8,0.14209188,0.11442446,0.08592056,0.06055548
131.0,0.14203036,0.11503021,0.08579477,0.06031548
131.2,0.14184399,0.11547845,0.08546261,0.06025979
131.4,0.14170869,0.11573594,0.08501685,0.06029746
131.6,0.14167434,0.11588215,0.08454923,0.06043763
131.8,0.14175775,0.11591717,0.08405527,0.06053923
132.0,0.1418309,0.1159795,0.08359155,0.0604799
132.2,0.14184073,0.11614374,0.08331286,0.0601864
132.4,0.14167407,0.11631039,0.08315056,0.05979051
132.6,0.14148498,0.11632532,0.08312168,0.05947864
132.8,0.14131276,0.11627643,0.08330455,0.05931348
133.0,0.14118827,0.11618492,0.08372661,0.05930664
133.2,0.14119078,0.1161072,0.0842317,0.05928061
133.4,0.14131886,0.11607332,0.08476881,0.05909086
133.6,0.14155987,0.11611517,0.08528199,0.05872068
133.8,0.1417873,0.11624344,0.08566317,0.05829487
134.0,0.14203499,0.11643507,0.08593102,0.05800033
134.2,0.14219597,0.1165344,0.08609845,0.05794924
134.4,0.14242843,0.11646188,0.0862392,0.05822073
134.6,0.14270454,0.11628173,0.08627722,0.05870423
134.8,0.14309663,0.11597981,0.08621609,0.05931466
135.0,0.14354166,0.11556065,0.08607827,0.05986746
135.2,0.14402357,0.11511343,0.0858817,0.0603379
135.4,0.14432265,0.11472329,0.08564032,0.06068425
135.6,0.1443529,0.1144364,0.0854045,0.06090434
135.8,0.14409411,0.11423433,0.08519731,0.06101251
136.0,0.14361617,0.11408241,0.08497417,0.06100466
136.2,0.14296495,0.1140571,0.08485659,0.06088545
136.4,0.14226834,0.11422006,0.08485846,0.06064758
136.6,0.1416728,0.11453228,0.08501089,0.06034883
136.8,0.14130725,0.11501879,0.08525679,0.05995033
137.0,0.14113648,0.11560413,0.08557652,0.059574
137.2,0.14112888,0.11621736,0.08594731,0.05926945
137.4,0.1413277,0.11677169,0.08629023,0.05906069
137.6,0.14176088,0.11730496,0.08662259,0.05886788
137.8,0.14234798,0.11774969,0.08695324,0.05873225
138.0,0.14305693,0.11825885,0.0872516,0.05864105
138.2,0.14375793,0.11879926,0.08739401,0.05857491
138.4,0.14445825,0.11931944,0.08741647,0.05845608
138.6,0.14493694,0.119695,0.08733014,0.05832584
138.8,0.14520505,0.11988779,0.08718092,0.058291
139.0,0.14510768,0.11989398,0.08706596,0.05828875
139.2,0.14480002,0.11977336,0.08697184,0.05826517
139.4,0.14415556,0.11961802,0.08685254,0.05827614
139.6,0.1434235,0.11938502,0.08671799,0.05829125
139.8,0.14269414,0.11924462,0.08655474,0.05818363
140.0,0.14225547,0.11926684,0.08631885,0.05806078
140.2,0.14215016,0.11948554,0.08610968,0.05808074
140.4,0.14227997,0.11979966,0.08593608,0.05827124
140.6,0.14256555,0.12018051,0.08577842,0.05861568
140.8,0.14299299,0.12050613,0.08563924,0.05905408
141.0,0.14363311,0.12069712,0.08539243,0.05950917
141.2,0.14434369,0.12084168,0.08495876,0.05987872
141.4,0.14517589,0.12099792,0.08441902,0.06022489
141.6,0.14594011,0.12127915,0.08387844,0.06052348
141.8,0.1465434,0.12158801,0.08346811,0.06085758
142.0,0.14684693,0.12191294,0.08333252,0.06123132
142.2,0.1467278,0.12208982,0.08349979,0.06165063
142.4,0.146336,0.12206964,0.083879,0.06207861
142.6,0.1457131,0.12192271,0.08438526,0.06247823
142.8,0.14488436,0.12179879,0.08492068,0.06277611
143.0,0.14392147,0.12165016,0.08545075,0.06289811
143.2,0.14317446,0.12148491,0.08588711,0.06278721
143.4,0.14262173,0.12142864,0.08623366,0.0623422
143.6,0.14234244,0.12147824,0.08651621,0.06168161
143.8,0.14227455,0.12158163,0.08675724,0.06095586
144.0,0.14229826,0.12168661,0.08680188,0.06024894
144.2,0.14237996,0.12167672,0.08672382,0.05953709
144.4,0.14262484,0.1214868,0.08641599,0.05889032
144.6,0.14306716,0.12111196,0.08583839,0.05823585
144.8,0.14360365,0.12066711,0.085107,0.05760264
145.0,0.14413507,0.12027303,0.08449937,0.05710557
145.2,0.14449615,0.11992835,0.08407969,0.05686365
145.4,0.1446572,0.11968495,0.08394421,0.05689439
145.6,0.14457935,0.11957248,0.08403221,0.05721176
145.8,0.14437816,0.11951357,0.08417609,0.05776713
146.0,0.14428657,0.11937939,0.08428397,0.05853439
146.2,0.14427929,0.11942993,0.08444289,0.05945997
146.4,0.14428633,0.11971034,0.08470355,0.06048358
146.6,0.14447589,0.1201441,0.08510208,0.06155994
146.8,0.14483376,0.12068734,0.08561806,0.06261929
147.0,0.14519484,0.12138512,0.08623144,0.06355126
147.2,0.14557509,0.12214158,0.08677126,0.06429623
147.4,0.14594093,0.1228065,0.08713905,0.06486824
147.6,0.14612411,0.12332981,0.08733478,0.06528856
147.8,0.1462292,0.12362004,0.08742995,0.06549931
148.0,0.14627062,0.12385675,0.08732691,0.06545966
148.2,0.1462432,0.12392003,0.08715562,0.06525322
148.4,0.14609226,0.12383177,0.08702511,0.06494389
148.6,0.14585868,0.12365167,0.0868811,0.06457625
148.8,0.14553431,0.12342765,0.0867497,0.06421369
149.0,0.14524384,0.1231144,0.0867701,0.06389627
149.2,0.14508453,0.12282383,0.08690925,0.06360627
149.4,0.14512813,0.12260674,0.08703274,0.06339948
149.6,0.14535613,0.12241478,0.08726031,0.06316414
149.8,0.14573429,0.12229135,0.08762295,0.06292245
150.0,0.1462013,0.12216973,0.08800747,0.06269618
150.2,0.14668203,0.12197702,0.08839548,0.06245115
150.4,0.14704654,0.12180848,0.08890037,0.06203227
150.6,0.14727677,0.12172833,0.08938384,0.06164495
150.8,0.14743299,0.12173837,0.08970282,0.06129145
151.0,0.14749701,0.12181489,0.08986664,0.06099951
151.2,0.14744262,0.12201446,0.08990027,0.06083182
151.4,0.1473239,0.12225941,0.08966201,0.06086804
151.6,0.14704591,0.12253307,0.08925416,0.06090182
151.8,0.14666491,0.12272689,0.08882445,0.06101205
152.0,0.14624075,0.12288996,0.08845068,0.06116762
152.2,0.14591672,0.12309692,0.08810218,0.06140056
152.4,0.14577138,0.12329538,0.08795749,0.06172886
152.6,0.14595708,0.12342852,0.08805909,0.06215733
152.8,0.14636482,0.12360069,0.0883,0.06251913
153.0,0.1468914,0.12373244,0.08857039,0.06280876
153.2,0.14738916,0.12365186,0.08887943,0.06290337
153.4,0.14788617,0.12339586,0.08921123,0.06285359
153.6,0.14832795,0.12312328,0.089467,0.06265645
153.8,0.14866449,0.12285833,0.089703,0.06229992
154.0,0.14893577,0.12269334,0.090003,0.06181832
154.2,0.14920393,0.12258531,0.09030976,0.06135185
154.4,0.1494199,0.12254084,0.09052447,0.06085807
154.6,0.14951259,0.1224696,0.09067927,0.06042933
154.8,0.14949264,0.12239681,0.0907591,0.0602453
155.0,0.1493126,0.12228404,0.09069978,0.06028727
155.2,0.14890195,0.1222253,0.09062513,0.06039711
155.4,0.14836834,0.12222474,0.0905913,0.06060282
155.6,0.14795252,0.12230712,0.09059369,0.06090322
155.8,0.14777979,0.12253101,0.09059631,0.06117365
156.0,0.14782805,0.12282621,0.09067132,0.06133986
156.2,0.14818157,0.12319801,0.09078734,0.06142556
156.4,0.14875758,0.12364084,0.0909054,0.06143806
156.6,0.14933677,0.12422627,0.09097431,0.06147177
156.8,0.14978362,0.12490791,0.09094997,0.0615578
157.0,0.15020364,0.12571395,0.09084654,0.06174152
157.2,0.15058385,0.12656401,0.09062777,0.06203129
157.4,0.15088964,0.12735243,0.09036815,0.06235007
157.6,0.15116661,0.12788599,0.09015695,0.06265693
157.8,0.15138118,0.12812411,0.08996837,0.06294217
158.0,0.15158222,0.12808054,0.08973882,0.06326368
158.2,0.15179344,0.12778433,0.08953188,0.06367654
158.4,0.15200383,0.12732433,0.08941831,0.06420338
158.6,0.1521765,0.12677326,0.08936655,0.06468306
158.8,0.15224892,0.12613746,0.08938381,0.06506607
159.0,0.1522054,0.12544893,0.08950497,0.06534094
159.2,0.1520397,0.12482115,0.08966147,0.06547945
159.4,0.15183549,0.12433933,0.0897774,0.06547813
159.6,0.15169066,0.12396952,0.08989031,0.06546047
159.8,0.15182917,0.12369897,0.0900874,0.06543619
160.0,0.15213675,0.12361225,0.0903217,0.06547347
160.2,0.15252048,0.1237821,0.09061787,0.06563913
160.4,0.15289314,0.12413364,0.09096068,0.06586879
160.6,0.15319472,0.12461476,0.09131293,0.06611237
160.8,0.15332491,0.12522166,0.09165635,0.06637093
161.0,0.15338435,0.12584218,0.09197354,0.06649218
161.2,0.1534535,0.12633967,0.09214122,0.06643609
161.4,0.15361818,0.12679807,0.09213211,0.0662524
161.6,0.1539149,0.12725151,0.09205101,0.06597575
161.8,0.15427175,0.12765951,0.09195797,0.0655729
162.0,0.15457684,0.1279969,0.09189755,0.06507806
162.2,0.15478117,0.12832242,0.09187553,0.06450656
162.4,0.15474874,0.12860605,0.09191749,0.06392346
162.6,0.15438734,0.12876386,0.09200577,0.06339698
162.8,0.15375733,0.12872922,0.09206375,0.06298349
163.0,0.15318143,0.12856055,0.09209345,0.06279483
163.2,0.15278315,0.1282054,0.09221469,0.06279997
163.4,0.15254592,0.12767566,0.09241822,0.06289694
163.6,0.15254088,0.12713836,0.09261764,0.06314287
163.8,0.15280675,0.12674825,0.09288583,0.06345003
164.0,0.15303245,0.1264932,0.09315674,0.06372276
164.2,0.15310203,0.12643033,0.09328094,0.06388095
164.4,0.15315424,0.12647419,0.09319943,0.0640297
164.6,0.15325552,0.12661744,0.09289934,0.0640123
164.8,0.15339628,0.12686251,0.09244254,0.06392332
165.0,0.15368468,0.12725928,0.09200699,0.06386178
165.2,0.15406484,0.12770291,0.0916883,0.06393197
165.4,0.15454953,0.12818135,0.09145828,0.06400312
165.6,0.15506542,0.12865693,0.09139945,0.06414902
165.8,0.15561649,0.12909958,0.09152371,0.0644028
166.0,0.15607288,0.12939405,0.09174731,0.06469202
166.2,0.15645659,0.12951775,0.09199955,0.06494892
166.4,0.15668664,0.12957894,0.09230562,0.06521631
166.6,0.15675979,0.12966106,0.0926783,0.06552523
166.8,0.15665615,0.12971237,0.0929874,0.06583311
167.0,0.15637116,0.12976177,0.09320999,0.0660784
167.2,0.1561122,0.12982674,0.09346156,0.06631956
167.4,0.15582954,0.12987356,0.09375235,0.06648115
167.6,0.15545899,0.1297964,0.09394541,0.06649622
167.8,0.15492861,0.12967948,0.09405332,0.06635086
168.0,0.15437869,0.12952458,0.09412762,0.06617962
168.2,0.15380862,0.12935981,0.09412749,0.06593839
168.4,0.15333351,0.12920738,0.09414788,0.06577955
168.6,0.15300309,0.12909261,0.09423182,0.06572191
168.8,0.15289511,0.12894823,0.09435628,0.06575037
169.0,0.15300071,0.12873131,0.0943907,0.0657563
169.2,0.15315277,0.12852514,0.0943651,0.06580283
169.4,0.15336286,0.12836392,0.09426855,0.06589382
169.6,0.15363365,0.12824599,0.09411461,0.06598371
169.8,0.15398107,0.12826848,0.09399665,0.06605324
170.0,0.15428287,0.12855157,0.09395408,0.06619767
170.2,0.15453377,0.12903952,0.09395834,0.06641376
170.4,0.15474007,0.12960489,0.09394303,0.06662753
170.6,0.15486843,0.1302086,0.0940766,0.06679627
170.8,0.15493588,0.13081672,0.09432503,0.0669592
171.0,0.15491426,0.13132866,0.09463221,0.06696619
171.2,0.15483163,0.13171676,0.09494535,0.06680818
171.4,0.15461056,0.13198324,0.0953629,0.06661999
171.6,0.15448988,0.13211911,0.09569918,0.06649808
171.8,0.15447885,0.1320488,0.09579927,0.06637091
172.0,0.15464159,0.13190001,0.09576271,0.06623158
172.2,0.15484715,0.13171775,0.09573429,0.0660552
172.4,0.15513172,0.13151572,0.09565924,0.06574213
172.6,0.15531057,0.13123778,0.09548696,0.06526915
172.8,0.15538399,0.13099501,0.09541659,0.0647935
173.0,0.15539551,0.13068079,0.09554887,0.0644563
173.2,0.1555114,0.13030047,0.0958685,0.06422094
173.4,0.15572998,0.12998112,0.09632484,0.06406082
173.6,0.15596748,0.12994339,0.09681026,0.06405036
173.8,0.1561367,0.13009892,0.09723029,0.06416519
174.0,0.15622225,0.13040936,0.09760196,0.06438084
174.2,0.15618686,0.13089324,0.09787344,0.06472324
174.4,0.1560813,0.13150936,0.09799789,0.06519456
174.6,0.1560372,0.13216306,0.09804295,0.06572671
174.8,0.15608835,0.1328286,0.09802694,0.0662983
175.0,0.15617322,0.13352102,0.09786808,0.06695949
175.2,0.15635896,0.13418035,0.09745231,0.0675823
175.4,0.15650458,0.1348039,0.09683455,0.06805168
175.6,0.1565968,0.13530789,0.09619304,0.06829366
175.8,0.15661963,0.13566401,0.09569604,0.06830349
176.0,0.15671287,0.13582558,0.09530035,0.06794657
176.2,0.15679319,0.13562843,0.09510626,0.06737633
176.4,0.15691199,0.13501273,0.09515248,0.06683013
176.6,0.15696155,0.13405258,0.09540435,0.06642652
176.8,0.15706726,0.13300989,0.09578389,0.06608078
177.0,0.15721064,0.13202888,0.09630993,0.0658944
177.2,0.15745105,0.13129483,0.09696923,0.06593411
177.4,0.15779954,0.13079802,0.09769064,0.06613167
177.6,0.15824274,0.13058747,0.09831494,0.06642117
177.8,0.15868161,0.13055653,0.09863181,0.06681778
178.0,0.1591684,0.1306697,0.0986632,0.06729041
178.2,0.15965947,0.13092874,0.09842741,0.06775337
178.4,0.15996324,0.13129291,0.09796095,0.06815651
178.6,0.1600585,0.13173832,0.09738427,0.06863577
178.8,0.15993082,0.13220273,0.0968257,0.06910848
179.0,0.15950142,0.13257977,0.09630606,0.06952777
179.2,0.1587717,0.1327675,0.09581432,0.06977448
179.4,0.15795449,0.13274833,0.09541176,0.06985455
179.6,0.1571267,0.13259422,0.09507646,0.06967492
179.8,0.15626886,0.13219184,0.09486237,0.06937478
180.0,0.15550269,0.1317786,0.09471901,0.06901873
180.2,0.15489453,0.13153911,0.09476726,0.06877276
180.4,0.15459594,0.13165778,0.095005,0.06859447
180.6,0.15467677,0.13202209,0.09542028,0.06845364
180.8,0.15513877,0.13271231,0.09581697,0.06823831
181.0,0.15585138,0.13356946,0.09609365,0.06793878
181.2,0.15672904,0.13457962,0.0961308,0.06747482
181.4,0.15768142,0.13555133,0.09596975,0.06692698
181.6,0.15867256,0.13631978,0.09575428,0.06637726
181.8,0.15969569,0.13676169,0.0956398,0.06593929
182.0,0.16057143,0.13694835,0.09567814,0.0656913
182.2,0.16126482,0.13685829,0.09584466,0.06576127
182.4,0.1617326,0.13658567,0.09605127,0.0660358
182.6,0.16207204,0.13619408,0.09618639,0.06642116
182.8,0.16223892,0.13591346,0.09627098,0.06685407
183.0,0.16245275,0.13572893,0.09633461,0.06724293
183.2,0.1627565,0.13564581,0.09649622,0.06749074
183.4,0.16312327,0.13547929,0.09669125,0.06769654
183.6,0.1635329,0.13539094,0.0969157,0.06781403
