WT,600 nM,300 nM,150 nM,75 nM
474.2,0.16813894,0.1290106,0.09783941,0.07230521
474.4,0.16850024,0.1290493,0.09826341,0.07279914
474.6,0.16864037,0.12916372,0.09866026,0.07328531
474.8,0.16854132,0.12924428,0.09898772,0.07377709
475.0,0.16824411,0.12941472,0.0992146,0.07422054
475.2,0.16786951,0.12967427,0.09921463,0.07466729
475.4,0.16741559,0.13002901,0.09895923,0.07496442
475.6,0.16689895,0.13035061,0.09855604,0.07502208
475.8,0.16632808,0.1306449,0.09803615,0.07479582
476.0,0.1657631,0.13081368,0.09731504,0.0742993
476.2,0.16521361,0.13089479,0.09656439,0.07365306
476.4,0.16483573,0.13082006,0.09590973,0.07306961
476.6,0.16453714,0.13071512,0.0953358,0.07259468
476.8,0.16422807,0.13062579,0.09482007,0.07233097
477.0,0.16396127,0.13056214,0.09448285,0.07230463
477.2,0.16373163,0.13045262,0.09447263,0.07239298
477.4,0.16351472,0.13033904,0.09475084,0.07246345
477.6,0.16330435,0.13025571,0.09530045,0.07265698
477.8,0.16321153,0.13024616,0.09599237,0.07285345
478.0,0.16320706,0.13021532,0.096799,0.07309358
478.2,0.16333223,0.13026075,0.09761043,0.07334022
478.4,0.16350353,0.13044861,0.09839627,0.07364013
478.6,0.16381431,0.13079302,0.0990635,0.07387054
478.8,0.16416047,0.13108824,0.09963821,0.07392227
479.0,0.1644448,0.13132328,0.10008195,0.07370955
479.2,0.16469716,0.13144962,0.10027421,0.07331739
479.4,0.16498781,0.13141384,0.10011627,0.07290228
479.6,0.16525547,0.13117224,0.0995502,0.07253284
479.8,0.16546436,0.13078054,0.09885868,0.07237636
480.0,0.16562681,0.13039132,0.09808447,0.07241429
480.2,0.16566452,0.13003824,0.09736334,0.07257966
480.4,0.16557167,0.12970015,0.09675506,0.07281742
480.6,0.16542447,0.12933655,0.09648525,0.07307889
480.8,0.16525085,0.12896535,0.09637601,0.07332343
481.0,0.16516329,0.12849651,0.09636132,0.07357933
481.2,0.16513626,0.12810927,0.0963207,0.07402189
481.4,0.1651979,0.12798261,0.09625042,0.07450847
481.6,0.16528534,0.1282221,0.0961894,0.07501048
481.8,0.16541126,0.12893239,0.09627283,0.07546205
482.0,0.16548388,0.13003456,0.09652351,0.07581356
482.2,0.16561415,0.13128777,0.09689364,0.07598506
482.4,0.16571113,0.13253608,0.09734549,0.07596171
482.6,0.16583455,0.13375309,0.0976712,0.07580724
482.8,0.16604504,0.1348027,0.0977089,0.07555668
483.0,0.16636637,0.13563292,0.09752985,0.07530934
483.2,0.16660321,0.13626271,0.09725581,0.07499902
483.4,0.16672816,0.13673788,0.0970362,0.07475431
483.6,0.16673836,0.13701358,0.09678721,0.07449842
483.8,0.16665117,0.1370481,0.09657138,0.07427134
484.0,0.16651345,0.13685526,0.09643266,0.07411693
484.2,0.16638722,0.13643855,0.09641386,0.07412447
484.4,0.16632664,0.13582846,0.09633917,0.07423343
484.6,0.16637098,0.13505013,0.09633345,0.07440869
484.8,0.16653363,0.13434374,0.09635109,0.07459451
485.0,0.16668591,0.13381461,0.0963587,0.07466708
485.2,0.16674955,0.13348116,0.09627058,0.07459111
485.4,0.16668197,0.13327025,0.0962217,0.07434369
485.6,0.1664897,0.13311444,0.0961834,0.07404224
485.8,0.16617748,0.13298222,0.09618228,0.07373498
486.0,0.16576873,0.13287267,0.09619048,0.07339858
486.2,0.16529714,0.13283307,0.0962593,0.07302529
486.4,0.16482913,0.13284117,0.0963691,0.07267636
486.6,0.16437004,0.13286033,0.09658598,0.0723137
486.8,0.16393366,0.13284859,0.09692178,0.07191618
487.0,0.16363693,0.13276346,0.09723141,0.07171515
487.2,0.16350859,0.13256799,0.0975296,0.07176661
487.4,0.16350002,0.13230908,0.09787114,0.07194234
487.6,0.16356987,0.13205791,0.09829798,0.07218971
487.8,0.16367217,0.13177243,0.0986447,0.07251152
488.0,0.16384293,0.13153277,0.09896578,0.0728594
488.2,0.16417874,0.13141923,0.09925051,0.07310646
488.4,0.16473629,0.13143257,0.09944745,0.07335569
488.6,0.16544028,0.13147205,0.09948462,0.07364793
488.8,0.16620608,0.13152942,0.09941343,0.07399951
489.0,0.16682849,0.1315687,0.09930927,0.0742372
489.2,0.16721202,0.13152581,0.09916449,0.07439702
489.4,0.16736128,0.13141441,0.09895035,0.07450148
489.6,0.16732675,0.13128566,0.09860965,0.07458153
489.8,0.16712587,0.13116651,0.09823219,0.0746132
490.0,0.16693153,0.13104608,0.09779333,0.07464579
490.2,0.1668255,0.13076611,0.09726921,0.07466267
490.4,0.16681273,0.13046972,0.09672437,0.07470191
490.6,0.16679022,0.13021085,0.09622826,0.07483832
490.8,0.16664738,0.13000905,0.09587041,0.07504112
491.0,0.16640298,0.12979068,0.09574211,0.07509485
491.2,0.16612491,0.12964928,0.09583622,0.0750923
491.4,0.16584342,0.12943562,0.09603198,0.0750211
491.6,0.16566485,0.12925216,0.09630028,0.07497408
491.8,0.16590393,0.12911279,0.09661577,0.0749557
492.0,0.16646107,0.12902252,0.0969237,0.07512862
492.2,0.16717446,0.12907665,0.09719945,0.07532168
492.4,0.16779376,0.12936,0.09741245,0.07551309
492.6,0.16813508,0.12973379,0.09759456,0.07539493
492.8,0.16806605,0.13011376,0.0976928,0.07504579
493.0,0.16773911,0.13052028,0.09770004,0.07460088
493.2,0.16722255,0.13088149,0.09761817,0.07412354
493.4,0.16659506,0.13112676,0.09752791,0.0735389
493.6,0.16604772,0.13126742,0.09731527,0.07301138
493.8,0.16562756,0.13125148,0.09701343,0.07256474
494.0,0.16517207,0.13120171,0.09670431,0.07215222
494.2,0.16464033,0.13110175,0.09643133,0.07180406
494.4,0.16409658,0.13081728,0.09613128,0.07157168
494.6,0.16369004,0.13028485,0.09604062,0.07141569
494.8,0.16336702,0.12966296,0.09612928,0.07141112
495.0,0.16321562,0.1290479,0.09632193,0.07154272
495.2,0.16336155,0.12857831,0.09654117,0.07188987
495.4,0.16391209,0.1283908,0.09687231,0.07238441
495.6,0.16458702,0.12861011,0.09725464,0.07296244
495.8,0.16537036,0.12914227,0.09769715,0.07346133
496.0,0.16606925,0.12977059,0.09814964,0.07380485
496.2,0.16645554,0.13044983,0.09860751,0.07390545
496.4,0.16653297,0.13118806,0.09897162,0.07389443
496.6,0.16646277,0.13190392,0.09917452,0.07385055
496.8,0.16627324,0.13251714,0.09914929,0.07373795
497.0,0.1660698,0.13306156,0.09889594,0.07362976
497.2,0.1660299,0.13344917,0.09847845,0.07353872
497.4,0.1659705,0.13367746,0.09804719,0.07336437
497.6,0.16575829,0.13375787,0.09759415,0.07307773
497.8,0.16539562,0.13374795,0.09712273,0.07279059
498.0,0.16489538,0.13354231,0.09668488,0.07246505
498.2,0.16429562,0.13326354,0.09642821,0.07220624
498.4,0.16383547,0.132924,0.09630266,0.07202519
498.6,0.16372216,0.13260638,0.09629346,0.07192933
498.8,0.16388879,0.13225746,0.09646682,0.07189512
499.0,0.16438135,0.13190977,0.09679599,0.07199937
499.2,0.16508166,0.13141534,0.09719407,0.07217382
499.4,0.16587478,0.13073356,0.09758169,0.07254923
499.6,0.16655535,0.12990162,0.09792732,0.07309993
499.8,0.16709025,0.1291144,0.09817324,0.07386098
500.0,0.16752641,0.12845502,0.0984285,0.07469991
500.2,0.16781744,0.12802807,0.09865837,0.07559085
500.4,0.16790174,0.12787307,0.09890699,0.07638146
500.6,0.1678719,0.12794144,0.09919414,0.07707534
500.8,0.16779325,0.1281593,0.09951498,0.07749727
501.0,0.16746343,0.12854693,0.09976623,0.07770039
501.2,0.16703983,0.12899407,0.09986967,0.07768592
501.4,0.16660308,0.12943582,0.09984829,0.0774491
501.6,0.16615811,0.12989241,0.09966417,0.07698207
501.8,0.16577348,0.13037383,0.09935856,0.07648726
502.0,0.1656734,0.13079926,0.09892282,0.07590148
502.2,0.16579409,0.1313056,0.09847938,0.07527636
502.4,0.16602388,0.13188291,0.09804814,0.07468623
502.6,0.16639018,0.13246706,0.09766025,0.07420515
502.8,0.16676669,0.13291823,0.0972651,0.07370263
503.0,0.16701907,0.13328779,0.09695244,0.07338063
503.2,0.16708258,0.1334905,0.09677066,0.07320628
503.4,0.16704995,0.13359085,0.09687515,0.07313001
503.6,0.16685664,0.13363929,0.09725211,0.07306364
503.8,0.16645213,0.13372775,0.09783685,0.07297896
504.0,0.16589442,0.13382377,0.09850838,0.07279502
504.2,0.16538769,0.13383509,0.0991333,0.07248035
504.4,0.16491464,0.13376426,0.09948848,0.07216285
504.6,0.16445808,0.1335988,0.09957607,0.07196626
504.8,0.16420537,0.13331821,0.09946992,0.07193734
505.0,0.16417852,0.13296198,0.0992105,0.07200371
505.2,0.16415484,0.13270377,0.09876251,0.07218715
505.4,0.16410075,0.13250835,0.09820052,0.07238459
505.6,0.16410768,0.13232448,0.09758066,0.07249571
505.8,0.16417084,0.13220669,0.09704277,0.0725838
506.0,0.1641508,0.13220096,0.09657464,0.07270671
506.2,0.16405975,0.13215221,0.09622208,0.07285704
506.4,0.16388954,0.13204427,0.09595669,0.0730147
506.6,0.16356328,0.13192763,0.09594253,0.07326565
506.8,0.16317222,0.13185003,0.09611263,0.07354302
507.0,0.16290236,0.13174455,0.09647599,0.07374128
507.2,0.16266026,0.13169608,0.09691204,0.07380766
507.4,0.16246867,0.13173769,0.09739476,0.07366153
507.6,0.16247716,0.13184852,0.0978061,0.07342134
507.8,0.16260083,0.1319119,0.09801508,0.07311626
508.0,0.16264742,0.13202898,0.09797691,0.07291966
508.2,0.16275255,0.1321914,0.09782927,0.07286374
508.4,0.16288211,0.13234796,0.09760535,0.07302364
508.6,0.16287816,0.13247542,0.09731974,0.07318408
508.8,0.16258395,0.13260505,0.09715776,0.07331881
509.0,0.16222624,0.13263084,0.09709599,0.07337002
509.2,0.16188963,0.13252479,0.09709183,0.07348104
509.4,0.16163101,0.13233398,0.09720379,0.07364341
509.6,0.16145666,0.13211608,0.09736192,0.07388474
509.8,0.16154838,0.13187329,0.09748288,0.07430076
510.0,0.16187752,0.13167438,0.09769226,0.07485495
510.2,0.16236776,0.13151976,0.0980958,0.07530762
510.4,0.16300615,0.1314793,0.0985464,0.07565239
510.6,0.16372674,0.13142734,0.09900454,0.07588565
510.8,0.16446815,0.1313242,0.09944828,0.0759079
511.0,0.16513861,0.13106639,0.09981373,0.07571243
511.2,0.16575493,0.13070382,0.10001678,0.07555762
511.4,0.16623071,0.13019231,0.10004319,0.07553392
511.6,0.1665422,0.12966331,0.0999144,0.07559932
511.8,0.16658513,0.12913676,0.09962653,0.07574247
512.0,0.16641684,0.12865891,0.09921999,0.07587777
512.2,0.16606714,0.12826181,0.0988352,0.07582441
512.4,0.16564695,0.12793256,0.09858271,0.07550092
512.6,0.16523577,0.1277444,0.09830699,0.07504369
512.8,0.16494676,0.12779651,0.0980625,0.07455768
513.0,0.16485834,0.12811816,0.09785186,0.07404202
513.2,0.16500912,0.1287182,0.09760858,0.07352943
513.4,0.1653278,0.12956545,0.09736562,0.07308745
513.6,0.16573678,0.13040204,0.09730757,0.07258984
513.8,0.16617476,0.13111171,0.09739342,0.07193064
514.0,0.16655957,0.13173797,0.09761007,0.07123471
514.2,0.16680326,0.13211385,0.09790047,0.07060373
514.4,0.16695728,0.13217013,0.09823608,0.0700959
514.6,0.16693498,0.13198031,0.0985953,0.06980883
514.8,0.16676748,0.13162835,0.09891598,0.06986019
515.0,0.16641344,0.13105273,0.09910346,0.07025159
515.2,0.16586689,0.1304085,0.0991391,0.07071389
515.4,0.16515222,0.12980717,0.09902117,0.07109682
515.6,0.16456929,0.12929453,0.09879186,0.07135409
515.8,0.16406849,0.12886859,0.0984757,0.07145384
516.0,0.16367224,0.12863519,0.0982075,0.0713791
516.2,0.16340764,0.12866586,0.09801914,0.07131772
516.4,0.16342517,0.12885842,0.09793134,0.07134787
516.6,0.16359481,0.1291637,0.09786215,0.07142528
516.8,0.16383646,0.12957816,0.09782318,0.07156282
517.0,0.16400554,0.1299385,0.09777107,0.0717435
517.2,0.16418446,0.13014419,0.09773706,0.07204445
517.4,0.16431579,0.13032651,0.0977173,0.07232795
517.6,0.16442478,0.13056577,0.09773755,0.07263772
517.8,0.16448982,0.13076261,0.09773786,0.07296233
518.0,0.16468213,0.13093564,0.09775582,0.07328764
518.2,0.16485094,0.131002,0.09777,0.07349779
518.4,0.16495771,0.13095768,0.09764539,0.07372729
518.6,0.16491787,0.13085276,0.09735313,0.07397848
518.8,0.16484048,0.1307723,0.09703819,0.07414639
519.0,0.16467275,0.13063617,0.09665756,0.07423942
519.2,0.16459165,0.13048815,0.09618455,0.07424692
519.4,0.16458273,0.13039276,0.09582045,0.07410656
519.6,0.16473047,0.13039484,0.09573344,0.0738487
519.8,0.16494211,0.13038108,0.09581683,0.07360377
520.0,0.16506133,0.13036456,0.09602835,0.07349458
520.2,0.16493202,0.13039721,0.09633281,0.0735727
520.4,0.164458,0.13042664,0.09663797,0.07386219
520.6,0.16372382,0.13029895,0.09690312,0.07429708
520.8,0.16296567,0.13019378,0.0971586,0.07475261
521.0,0.16231013,0.1302175,0.09729736,0.07500229
521.2,0.16175142,0.13035088,0.09727391,0.0750418
521.4,0.16130407,0.13054752,0.09713986,0.07485741
521.6,0.16092255,0.13089118,0.09691677,0.07452788
521.8,0.16054564,0.13125213,0.09664249,0.07409171
522.0,0.16025115,0.13161482,0.09636776,0.07366805
522.2,0.16008318,0.13199719,0.09617914,0.07323544
522.4,0.16007337,0.13240561,0.09614023,0.07286005
522.6,0.160265,0.13269884,0.09622533,0.07244332
522.8,0.16072829,0.13298112,0.09650351,0.07192116
523.0,0.16132924,0.1333326,0.0970891,0.07124121
523.2,0.16199755,0.13371252,0.09787461,0.07049682
523.4,0.16262517,0.13396985,0.09868077,0.06979313
523.6,0.16318178,0.1341298,0.09940061,0.06921219
523.8,0.16363764,0.13410312,0.09988272,0.06880697
524.0,0.16401024,0.13380337,0.10012743,0.06864599
524.2,0.16432583,0.13325093,0.10021006,0.06872604
524.4,0.16457939,0.13272002,0.1001065,0.06886358
524.6,0.16462267,0.13230484,0.09975911,0.06907792
524.8,0.16448003,0.13204999,0.09926369,0.06936946
525.0,0.1642772,0.13208328,0.09867636,0.06976632
525.2,0.16410418,0.13237566,0.09797731,0.07020015
525.4,0.16404377,0.13266069,0.09724826,0.07072271
525.6,0.16421595,0.1328916,0.09657186,0.07132476
525.8,0.16445733,0.13306847,0.09601,0.07204609
526.0,0.16462496,0.13302974,0.09560394,0.07287199
526.2,0.16481931,0.13266069,0.09543219,0.07365309
526.4,0.16514102,0.13215788,0.09551717,0.0743358
526.6,0.16548917,0.13171138,0.09581765,0.07478679
526.8,0.1658414,0.13130055,0.09625853,0.07509258
527.0,0.16629189,0.13094977,0.09679463,0.07514575
527.2,0.16671139,0.13078934,0.09740673,0.07503807
527.4,0.16689961,0.13078412,0.09801371,0.07483517
527.6,0.16694562,0.13076412,0.09868483,0.07470655
527.8,0.16690868,0.13075693,0.09944936,0.0745151
528.0,0.16677857,0.1308657,0.10020049,0.07425561
528.2,0.16658243,0.1310784,0.1008081,0.07405125
528.4,0.16650889,0.13137774,0.10120388,0.07390341
528.6,0.1664977,0.13172949,0.10136078,0.07373558
528.8,0.16647846,0.1319984,0.10117999,0.07353048
529.0,0.16637681,0.13214522,0.10068996,0.07334987
529.2,0.16616641,0.13220456,0.10006962,0.07312304
529.4,0.16571763,0.13206494,0.09949213,0.07286192
529.6,0.16513744,0.13173205,0.09899605,0.07265374
529.8,0.16457971,0.13134488,0.09860972,0.07256375
530.0,0.1641142,0.1309461,0.09832095,0.07259026
530.2,0.16369629,0.13052101,0.09807422,0.07269154
530.4,0.16349049,0.1300945,0.09791439,0.07286306
530.6,0.16345524,0.12975113,0.09787811,0.0729233
530.8,0.16352193,0.12950916,0.09789777,0.07291083
531.0,0.16371939,0.12932047,0.09782536,0.07287255
531.2,0.16412827,0.12918485,0.09774431,0.07288287
531.4,0.16463146,0.12924262,0.09771458,0.0728755
531.6,0.16516846,0.12944195,0.09764237,0.07297425
531.8,0.16571867,0.12960403,0.09755962,0.07322161
532.0,0.16618851,0.12970855,0.09755576,0.07351731
532.2,0.16651494,0.12971387,0.0976429,0.07373351
532.4,0.16668911,0.12965223,0.09770063,0.07384405
532.6,0.16675682,0.12955918,0.09779778,0.07381377
532.8,0.16658568,0.12949131,0.09808498,0.07363024
533.0,0.16623447,0.12938946,0.09862124,0.07340597
533.2,0.16573179,0.12931382,0.09923909,0.07327964
533.4,0.16514241,0.1291808,0.09978362,0.07325529
533.6,0.16450339,0.12898142,0.10010372,0.0733101
533.8,0.16399475,0.12875403,0.10019961,0.07339049
534.0,0.16366118,0.12862994,0.10016061,0.07345065
534.2,0.16347373,0.12865151,0.09999108,0.07348607
534.4,0.16343708,0.12882489,0.09964135,0.07356319
534.6,0.16350127,0.12921123,0.09920548,0.0736952
534.8,0.16361641,0.1298484,0.09876836,0.07385722
535.0,0.16384451,0.13058713,0.09834515,0.07400259
535.2,0.16417024,0.13132127,0.09798406,0.07401544
535.4,0.16444159,0.13197512,0.09785335,0.07388003
535.6,0.16457738,0.13255788,0.09790732,0.07357337
535.8,0.16469274,0.13299812,0.09792123,0.07315644
536.0,0.16471771,0.13334389,0.0978648,0.07270475
536.2,0.16470907,0.13352509,0.09782782,0.07223931
536.4,0.16468563,0.13355709,0.09776947,0.071853
536.6,0.16476989,0.13341006,0.09769559,0.07158193
536.8,0.1648645,0.13311682,0.09760444,0.07141813
537.0,0.16491177,0.13270528,0.09751562,0.07132555
537.2,0.16494884,0.13230314,0.09742067,0.07139996
537.4,0.16502881,0.13197122,0.09743231,0.07172805
537.6,0.16514472,0.13167678,0.09750479,0.07230324
537.8,0.16528373,0.13140726,0.09760216,0.07306205
538.0,0.1653576,0.13111488,0.0976813,0.07392728
538.2,0.16523387,0.13080497,0.09776927,0.07478861
538.4,0.16495798,0.13052778,0.09782392,0.07545346
538.6,0.16459195,0.1302332,0.09787685,0.07588048
538.8,0.16407932,0.13000018,0.09797381,0.07601256
539.0,0.16350931,0.12978573,0.09804501,0.07602266
539.2,0.16299986,0.12960604,0.09796442,0.07596598
539.4,0.16266585,0.12933853,0.09770507,0.07582411
539.6,0.16240939,0.12908085,0.09740175,0.07563493
539.8,0.16235724,0.12877876,0.09708954,0.07534669
540.0,0.16247655,0.12860989,0.09678863,0.0749504
540.2,0.16266948,0.12858929,0.09661188,0.07441085
540.4,0.16285928,0.12872968,0.09665374,0.07383017
540.6,0.16310562,0.12890469,0.09690216,0.07323439
540.8,0.1634124,0.12915127,0.0972699,0.07282442
541.0,0.16374598,0.12942076,0.09764282,0.07264698
541.2,0.16417163,0.12970691,0.09796637,0.07261194
541.4,0.16462164,0.12998078,0.09816983,0.07263622
541.6,0.16488852,0.1302114,0.09829397,0.07269872
541.8,0.16480278,0.13045791,0.09834864,0.07281717
542.0,0.16453605,0.13075753,0.09839937,0.07283306
542.2,0.1642887,0.13107011,0.09832237,0.07289932
542.4,0.16408492,0.13145079,0.09810678,0.0730295
542.6,0.16404204,0.13188093,0.09761797,0.07321594
542.8,0.16414963,0.13231864,0.09703934,0.07332588
543.0,0.16430484,0.13263932,0.0964716,0.07338146
543.2,0.1642341,0.1329114,0.09607991,0.07339234
543.4,0.16393041,0.13318404,0.09583508,0.07329277
543.6,0.16338599,0.13350432,0.09579366,0.07316704
543.8,0.16276492,0.13374337,0.09582517,0.07305429
544.0,0.16215666,0.13380228,0.09597565,0.07294477
544.2,0.16162491,0.13353565,0.09618729,0.07279291
544.4,0.16112355,0.13299558,0.09644159,0.07269261
544.6,0.16071997,0.13228045,0.09670748,0.07253734
544.8,0.16041672,0.13156778,0.09706155,0.07222315
545.0,0.16014702,0.13092818,0.09741289,0.071765
545.2,0.15982812,0.13037834,0.09778142,0.07129591
545.4,0.15957906,0.12990091,0.09819051,0.07089685
545.6,0.15954207,0.1295666,0.09859099,0.07057689
545.8,0.15976641,0.12944244,0.0989026,0.07051198
546.0,0.16021345,0.12950868,0.09911932,0.07068291
546.2,0.16082788,0.12970899,0.09920863,0.07099326
546.4,0.16151224,0.13001825,0.09928555,0.07136963
546.6,0.16212572,0.13030145,0.09946616,0.07187089
546.8,0.16259224,0.13046381,0.09973271,0.07241978
547.0,0.16294428,0.13053352,0.09994665,0.07302756
547.2,0.16331813,0.13048285,0.10008137,0.0736337
547.4,0.16365937,0.13026344,0.10009305,0.07413329
547.6,0.16390918,0.12997699,0.09995191,0.0744768
547.8,0.16406161,0.12968067,0.09966169,0.07463208
548.0,0.1641276,0.12944395,0.09936644,0.0746808
548.2,0.16412078,0.12936158,0.0990988,0.07463754
548.4,0.16414717,0.12946287,0.09878048,0.07455763
548.6,0.16422855,0.12959916,0.09845492,0.07446031
548.8,0.16436403,0.12961512,0.09823259,0.0744761
549.0,0.16451945,0.12960092,0.09808504,0.07447594
549.2,0.1648081,0.12968086,0.09794712,0.07443704
549.4,0.16521033,0.12976658,0.09795039,0.07435255
549.6,0.16568325,0.12974964,0.09803525,0.07421719
549.8,0.1661163,0.12972585,0.09816435,0.07395977
550.0,0.16657155,0.12960359,0.09834603,0.0736931
550.2,0.16686296,0.12934349,0.09867555,0.07349739
550.4,0.16699042,0.12903791,0.09894624,0.07342791
550.6,0.16699709,0.12890955,0.09907024,0.07346509
550.8,0.16701592,0.12893621,0.09891571,0.07357309
551.0,0.16688862,0.129137,0.0986168,0.07367543
551.2,0.16671134,0.12949517,0.09816877,0.07378069
551.4,0.16648108,0.12989237,0.09777631,0.07390979
551.6,0.16621206,0.13022677,0.09752173,0.07426551
551.8,0.16582934,0.13046104,0.09750543,0.07479863
552.0,0.16550866,0.13057554,0.09762367,0.0754079
552.2,0.16520666,0.13052917,0.09792956,0.07589268
552.4,0.16493073,0.13046124,0.09828835,0.07613198
552.6,0.16464096,0.13043791,0.09864376,0.07588641
552.8,0.16435253,0.13040804,0.09902791,0.07528007
553.0,0.16399851,0.1303101,0.09951621,0.07451202
553.2,0.16359552,0.13015109,0.09997497,0.07381517
553.4,0.16324991,0.12997684,0.10033384,0.07322346
553.6,0.16300631,0.12982769,0.10062798,0.07282617
553.8,0.16285855,0.12982943,0.10082988,0.07253255
554.0,0.16291542,0.13004783,0.10073916,0.07241552
554.2,0.16322595,0.13053359,0.10031134,0.07239252
554.4,0.16361939,0.13114259,0.09963625,0.07250551
554.6,0.16399979,0.13174266,0.09894415,0.07272678
554.8,0.16435434,0.13216367,0.09833808,0.07314039
555.0,0.16465822,0.13236014,0.09787914,0.07360553
555.2,0.16487392,0.13231324,0.09758665,0.07418122
555.4,0.16503026,0.13200781,0.0975037,0.07475888
555.6,0.16523195,0.13154393,0.09749781,0.07520968
555.8,0.16549417,0.13108697,0.09752685,0.07540935
556.0,0.16566542,0.13074378,0.09759228,0.07537368
556.2,0.16566079,0.13043234,0.09771857,0.07514669
556.4,0.1655085,0.13013487,0.09785321,0.07483828
556.6,0.16535879,0.12987667,0.09799148,0.07454176
556.8,0.16527992,0.12961483,0.09806602,0.07430557
557.0,0.16541424,0.12929568,0.09808037,0.07404024
557.2,0.16569901,0.12898278,0.09812801,0.07372351
557.4,0.16613655,0.12876136,0.09817579,0.07347772
557.6,0.16659298,0.12860496,0.09812549,0.07335625
557.8,0.16700546,0.1285775,0.09802011,0.07322633
558.0,0.16721086,0.12868375,0.09790151,0.07315479
558.2,0.16736953,0.12888346,0.0977653,0.07312343
558.4,0.16742576,0.12913476,0.09761112,0.07306769
558.6,0.16740552,0.12938733,0.09735431,0.07294705
558.8,0.16730467,0.12953082,0.09696487,0.0729616
559.0,0.16718805,0.1295039,0.09648225,0.07299499
559.2,0.16704219,0.12947057,0.09595619,0.07289039
559.4,0.16690111,0.12950254,0.09545964,0.07255692
559.6,0.16671193,0.12965037,0.09511477,0.07200486
559.8,0.16645074,0.12986789,0.09499377,0.07120996
560.0,0.16614749,0.13020767,0.09516805,0.07034121
560.2,0.16580043,0.13053502,0.09556417,0.06961951
560.4,0.16545716,0.13080789,0.09612009,0.06907366
560.6,0.16508437,0.13098045,0.09678219,0.06878206
560.8,0.16474044,0.13110774,0.09746982,0.06876397
561.0,0.16448342,0.13116722,0.09805209,0.06900711
561.2,0.16432045,0.13116804,0.09854493,0.06924448
561.4,0.16417155,0.13111566,0.09896811,0.0693971
561.6,0.16408448,0.13103974,0.09928493,0.06956836
561.8,0.1640055,0.13095983,0.09944326,0.06982877
562.0,0.16388142,0.1308235,0.0993905,0.07023859
562.2,0.16370704,0.13052643,0.09907135,0.07083913
562.4,0.16363063,0.13006506,0.09846822,0.07160822
562.6,0.16353816,0.12949726,0.09768772,0.0722879
562.8,0.16342083,0.12894528,0.09691458,0.0727534
563.0,0.16327787,0.12845017,0.09629594,0.07291517
563.2,0.16318282,0.12815361,0.09595984,0.07285738
563.4,0.16299364,0.12803744,0.09596953,0.07274643
563.6,0.16284591,0.12806474,0.09625689,0.07269586
563.8,0.16274052,0.12809141,0.09657768,0.07274308
564.0,0.16264415,0.12819106,0.09687026,0.07281181
564.2,0.16247225,0.12828128,0.09700508,0.07303857
564.4,0.16241779,0.12839555,0.09697588,0.07333299
564.6,0.16244084,0.12852589,0.09686341,0.07358439
564.8,0.16257747,0.12874566,0.09682869,0.07362655
565.0,0.16278242,0.12902147,0.09683714,0.0735183
565.2,0.16313513,0.12941806,0.09696476,0.07326139
565.4,0.16339115,0.12994897,0.0970614,0.0728577
565.6,0.1635828,0.13049116,0.09711449,0.07245514
565.8,0.16371809,0.13090148,0.09700742,0.07210957
566.0,0.16386028,0.13122552,0.09684147,0.07187451
566.2,0.16378167,0.13145666,0.09668481,0.07165252
566.4,0.1636609,0.13159765,0.09679678,0.07149393
566.6,0.1634899,0.13166434,0.09707829,0.071335
566.8,0.1633506,0.1317484,0.09752854,0.07121725
567.0,0.16326591,0.13173803,0.09804691,0.07111839
567.2,0.16341083,0.13165224,0.09849089,0.07109876
567.4,0.16363141,0.13146935,0.09870911,0.07119555
567.6,0.16385845,0.13123653,0.09885427,0.07137883
567.8,0.16408986,0.13094804,0.09904242,0.07173874
568.0,0.16430919,0.13069348,0.09934898,0.07214243
568.2,0.16449724,0.13047631,0.09970293,0.0724756
568.4,0.16457971,0.13036205,0.1000551,0.07265516
568.6,0.16459653,0.13044092,0.10025264,0.07274319
568.8,0.16455272,0.13076306,0.10027468,0.07269817
569.0,0.16441637,0.13124088,0.09996968,0.07260967
569.2,0.16419247,0.13169461,0.09951511,0.0726309
569.4,0.16400773,0.13207739,0.0989748,0.07278764
569.6,0.16389204,0.13245277,0.09859677,0.0730563
569.8,0.16382884,0.13271483,0.09838721,0.07339681
570.0,0.16395689,0.13278388,0.09840809,0.07380232
570.2,0.16418831,0.13274479,0.09840445,0.07411164
570.4,0.16461306,0.13267924,0.09835422,0.07430397
570.6,0.16521927,0.13251618,0.09812924,0.07445881
570.8,0.16596484,0.13230311,0.09781399,0.07458188
571.0,0.16662313,0.13209064,0.09751857,0.07462331
571.2,0.16724025,0.13192631,0.09747985,0.07458173
571.4,0.16774065,0.1316733,0.09767624,0.07451683
571.6,0.16808681,0.13130424,0.09800741,0.07433012
571.8,0.16822599,0.13090232,0.0982807,0.07409503
572.0,0.16815284,0.13068112,0.09842338,0.07385917
572.2,0.16795131,0.13074669,0.09829553,0.07367025
572.4,0.16765064,0.13111732,0.09801823,0.07351777
572.6,0.16725507,0.13159309,0.09762584,0.07343334
572.8,0.16685,0.13204299,0.0972989,0.07346386
573.0,0.16651347,0.13235619,0.09706929,0.07355969
573.2,0.16620221,0.13238326,0.09706825,0.07362952
573.4,0.16595661,0.13202651,0.09717962,0.07368701
573.6,0.16582196,0.13140675,0.09740605,0.07372239
573.8,0.16577174,0.13076009,0.09757228,0.07370511
